x, y
174.5191094378325, 5.339970436645093
174.56396883769193, 5.2772398329157415
174.6088282375514, 5.2145092291863895
174.65368763741085, 5.151778625457027
174.6985470372703, 5.089048021727676
174.74340643712975, 5.026317417998313
174.7882658369892, 4.963586814268961
174.83312523684867, 4.900856210539598
174.87798463670813, 4.838125606810247
174.92284403656757, 4.7753950030808845
174.96770343642703, 4.7126643993515325
175.0125628362865, 4.649933795622181
175.05742223614595, 4.587203191892819
175.1022816360054, 4.5244725881634675
175.14714103586485, 4.461741984434105
175.1920004357243, 4.399011380704753
175.23685983558377, 4.33628077697539
175.2817192354432, 4.273550173246039
175.32657863530267, 4.210819569516676
175.37143803516213, 4.148088965787324
175.41629743502156, 4.085358362057973
175.46115683488102, 4.0226277583286105
175.50601623474049, 3.959897154599259
175.55087563459995, 3.8971665508698963
175.5957350344594, 3.834435947140545
175.64059443431884, 3.771705343411182
175.6854538341783, 3.708974739681831
175.73031323403777, 3.6462441359524678
175.77517263389723, 3.5835135322231166
174.05264423536804, 5.859686470349839
174.0975036352275, 5.796955866620488
174.14236303508693, 5.734225262891136
174.1872224349464, 5.671494659161773
174.23208183480585, 5.608764055432422
174.27694123466532, 5.546033451703059
174.32180063452475, 5.483302847973707
174.3666600343842, 5.420572244244345
174.41151943424367, 5.357841640514994
175.75730143002733, 3.4759235286342918
175.80216082988676, 3.4131929249049406
175.84702022974622, 3.350462321175589
175.89187962960568, 3.2877317174462264
175.93673902946512, 3.225001113716875
175.98159842932458, 3.162270509987512
176.02645782918404, 3.099539906258161
176.0713172290435, 3.036809302528798
176.11617662890293, 2.9740786987994468
173.54131963304414, 6.4421331077839765
173.5861790329036, 6.379402504054614
173.63103843276306, 6.316671900325263
173.6758978326225, 6.253941296595911
173.72075723248196, 6.191210692866548
173.76561663234142, 6.128480089137197
173.81047603220088, 6.065749485407834
173.85533543206031, 6.003018881678483
173.90019483191978, 5.9402882779491195
173.94505423177924, 5.877557674219768
176.09830542503306, 2.8664886952106503
176.14316482489252, 2.803758091481299
176.18802422475198, 2.7410274877519476
176.23288362461142, 2.678296884022585
173.02999503072024, 7.024579745218074
173.0748544305797, 6.961849141488723
173.11971383043914, 6.899118537759372
173.1645732302986, 6.836387934030009
173.20943263015806, 6.773657330300657
173.25429203001752, 6.710926726571294
173.29915142987696, 6.648196122841943
173.34401082973642, 6.585465519112581
173.38887022959588, 6.5227349153832295
173.43372962945534, 6.460004311653866
176.21501242074152, 2.5707068804337716
176.25987182060098, 2.507976276704409
176.30473122046044, 2.4452456729750573
176.3495906203199, 2.3825150692456947
172.51867042839632, 7.607026382652184
172.56352982825578, 7.54429577892282
172.60838922811524, 7.481565175193469
172.65324862797468, 7.418834571464118
172.69810802783414, 7.3561039677347555
172.7429674276936, 7.293373364005404
172.78782682755306, 7.230642760276041
172.8326862274125, 7.16791215654669
172.87754562727196, 7.105181552817327
172.92240502713142, 7.042450949087976
176.33171941644997, 2.2749250656568814
176.37657881630943, 2.2121944619275187
176.4214382161689, 2.1494638581981675
176.46629761602833, 2.086733254468816
172.00734582607245, 8.189473020086295
172.05220522593189, 8.126742416356944
172.09706462579135, 8.064011812627582
172.1419240256508, 8.00128120889823
172.18678342551027, 7.938550605168879
172.23164282536973, 7.875820001439516
172.27650222522917, 7.813089397710165
172.32136162508863, 7.750358793980801
172.3662210249481, 7.68762819025145
172.41108042480755, 7.624897586522088
176.44842641215845, 1.9791432508800055
176.49328581201792, 1.9164126471506542
176.53814521187738, 1.8536820434212913
171.4511618238891, 8.834650261249756
171.49602122374853, 8.771919657520405
171.540880623608, 8.709189053791043
171.58574002346745, 8.64645845006169
171.6305994233269, 8.583727846332328
171.67545882318635, 8.520997242602977
171.7203182230458, 8.458266638873626
171.76517762290527, 8.395536035144262
171.8100370227647, 8.332805431414911
171.85489642262417, 8.270074827685548
171.89975582248363, 8.207344223956197
176.52027400800745, 1.7460920398324784
176.5651334078669, 1.6833614361031155
176.60999280772637, 1.6206308323737642
176.65485220758583, 1.5579002286444013
170.93983722156517, 9.41709689868388
170.98469662142463, 9.354366294954517
171.02955602128407, 9.291635691225165
171.07441542114353, 9.228905087495804
171.119274821003, 9.16617448376645
171.16413422086245, 9.1034438800371
171.20899362072188, 9.040713276307738
171.25385302058135, 8.977982672578387
171.2987124204408, 8.915252068849023
171.34357182030027, 8.852521465119672
176.6369810037159, 1.4503102250556024
176.68184040357536, 1.387579621326251
176.72669980343483, 1.3248490175968881
170.42851261924125, 9.999543536117978
170.4733720191007, 9.936812932388627
170.51823141896017, 9.874082328659263
170.56309081881963, 9.811351724929912
170.6079502186791, 9.74862112120055
170.65280961853853, 9.685890517471197
170.697669018398, 9.623159913741846
170.74252841825745, 9.560429310012484
170.78738781811688, 9.497698706283133
170.83224721797635, 9.43496810255377
176.70882859956492, 1.217259014008075
176.75368799942436, 1.1545284102787121
176.79854739928382, 1.0917978065493608
169.96204741677684, 10.519259569822738
170.00690681663627, 10.456528966093387
170.05176621649574, 10.393798362364024
170.0966256163552, 10.331067758634672
170.14148501621466, 10.26833715490531
170.1863444160741, 10.205606551175958
170.23120381593355, 10.142875947446607
170.27606321579302, 10.080145343717245
170.32092261565248, 10.017414739987894
176.78067619541395, 0.9842078029605504
176.8255355952734, 0.9214771992311991
176.87039499513287, 0.8587465955018362
169.45072281445292, 11.101706207256848
169.49558221431238, 11.038975603527485
169.54044161417184, 10.976244999798134
169.58530101403127, 10.91351439606877
169.63016041389074, 10.850783792339419
169.6750198137502, 10.788053188610057
169.71987921360966, 10.725322584880706
169.7647386134691, 10.662591981151353
169.80959801332855, 10.599861377421991
169.85445741318802, 10.53713077369264
176.85252379126294, 0.7511565919130231
176.8973831911224, 0.6884259881836602
176.94224259098186, 0.625695384454309
168.98425761198845, 11.621422240961595
169.02911701184792, 11.558691637232231
169.07397641170738, 11.49596103350288
169.11883581156684, 11.433230429773516
169.16369521142627, 11.370499826044165
169.20855461128573, 11.307769222314814
169.2534140111452, 11.245038618585452
169.29827341100466, 11.1823080148561
169.3431328108641, 11.119577411126738
176.92437138711193, 0.5181053808654958
176.9692307869714, 0.45537477713613295
168.51779240952402, 12.141138274666355
168.56265180938345, 12.078407670936992
168.60751120924292, 12.01567706720764
168.65237060910238, 11.952946463478277
168.69723000896184, 11.890215859748926
168.74208940882127, 11.827485256019575
168.78694880868073, 11.764754652290213
168.8318082085402, 11.70202404856086
168.87666760839966, 11.639293444831498
176.9513595831015, 0.3477847735473341
176.99621898296095, 0.2850541698179712
168.09618660691902, 12.598123704641752
168.14104600677848, 12.535393100912401
168.18590540663794, 12.472662497183038
168.23076480649738, 12.409931893453686
168.27562420635684, 12.347201289724335
168.3204836062163, 12.284470685994973
168.36534300607573, 12.22174008226562
168.4102024059352, 12.159009478536259
176.97834777909105, 0.17746416622917233
177.0232071789505, 0.11473356249980945
177.06806657880995, 0.05200295877045812
167.62972140445459, 13.117839738346499
167.67458080431405, 13.055109134617148
167.71944020417348, 12.992378530887784
167.76429960403294, 12.929647927158433
167.8091590038924, 12.866917323429082
167.85401840375187, 12.80418671969972
167.8988778036113, 12.741456115970369
167.94373720347076, 12.678725512241005
167.98859660333022, 12.615994908511654
177.05019537494007, -0.055587044818366516
177.0950547747995, -0.11831764854771784
167.16325620199012, 13.637555772051245
167.20811560184958, 13.574825168321894
167.25297500170902, 13.512094564592543
167.29783440156848, 13.44936396086318
167.34269380142794, 13.386633357133828
167.3875532012874, 13.323902753404466
167.43241260114684, 13.261172149675115
167.4772720010063, 13.198441545945752
167.52213140086576, 13.1357109422164
177.0771835709296, -0.2259076521365309
177.12204297078907, -0.2886382558658938
166.74165039938515, 14.094541202026669
166.78650979924458, 14.031810598297318
166.83136919910405, 13.969079994567954
166.8762285989635, 13.906349390838603
166.92108799882297, 13.843618787109241
166.9659473986824, 13.78088818337989
167.01080679854186, 13.718157579650526
167.05566619840133, 13.655426975921175
177.10417176691917, -0.39622825945467843
177.14903116677863, -0.45895886318404133
166.32004459678012, 14.551526632002064
166.36490399663958, 14.4887960282727
166.40976339649905, 14.42606542454335
166.4546227963585, 14.363334820813987
